Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic
Technology,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Phones,4,6,0,1,124,124,0.3,2,412,617,411.98,412
Office Supplies,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Supplies,4,6,0.05,1,14,14,0.43,2,32,52,34.48,34
Office Supplies,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Paper,4,6,0,1,83,83,0.34,5,245,366,244.55,245
Office Supplies,Lakewood,United States,Chloris Kastensmidt,8/18/2017,East,Consumer,8/25/2017,Standard Class,Shipped Late,Ohio,Binders,7,6,0.7,1,3,3,0.29,3,11,16,10.78,37
Furniture,Naperville,United States,Vivek Sundaresam,5/24/2015,Central,Consumer,5/26/2015,Second Class,Shipped Early,Illinois,Chairs,2,3,0.3,1,175,175,0.29,7,603,903,602.65,861
Office Supplies,Naperville,United States,Vivek Sundaresam,5/24/2015,Central,Consumer,5/26/2015,Second Class,Shipped Early,Illinois,Binders,2,3,0.8,1,4,4,0.47,6,8,11,7.66,40
Technology,New York City,United States,Tanja Norvell,9/7/2015,East,Home Office,9/11/2015,Standard Class,Shipped Early,New York,Accessories,4,6,0,1,-409,-409,-0.73,7,560,839,559.93,560
Technology,Huntington Beach,United States,Harold Ryan,7/24/2017,West,Corporate,7/24/2017,Same Day,Shipped On Time,California,Copiers,0,0,0.2,1,-648,-648,-0.27,5,2400,3594,2399.96,3000
Office Supplies,Chicago,United States,Jill Stevenson,9/2/2017,Central,Corporate,9/8/2017,Standard Class,Shipped On Time,Illinois,Fasteners,6,6,0.2,1,-27,-27,-1.7,4,16,24,16,20
Office Supplies,Chicago,United States,Jill Stevenson,9/2/2017,Central,Corporate,9/8/2017,Standard Class,Shipped On Time,Illinois,Appliances,6,6,0.8,1,2,2,0.3,2,6,8,5.59,30
Office Supplies,Chicago,United States,Jill Stevenson,9/2/2017,Central,Corporate,9/8/2017,Standard Class,Shipped On Time,Illinois,Storage,6,6,0.2,1,83,83,0.35,5,236,353,235.92,295
Office Supplies,Brentwood,United States,Brad Norvell,12/6/2017,West,Corporate,12/8/2017,Second Class,Shipped Early,California,Storage,2,3,0,1,4,4,0.35,1,11,16,10.68,11
Office Supplies,Trenton,United States,Allen Rosenblatt,5/20/2017,Central,Corporate,5/20/2017,Same Day,Shipped On Time,Michigan,Binders,0,0,0,1,-111,-111,-2.7,2,41,62,41.28,41
Technology,Seattle,United States,Shaun Weien,9/27/2016,West,Consumer,10/3/2016,Standard Class,Shipped On Time,Washington,Phones,6,6,0.2,1,-190,-190,-0.19,2,1002,1500,1001.58,1253
Furniture,North Charleston,United States,Justin Ellison,12/10/2017,South,Corporate,12/15/2017,Standard Class,Shipped Early,South Carolina,Furnishings,5,6,0,1,4,4,0.27,2,15,22,14.76,15
Office Supplies,Columbus,United States,Lena Hernandez,9/13/2014,East,Consumer,9/18/2014,Second Class,Shipped Late,Ohio,Binders,5,3,0.7,1,1,1,0.48,3,3,4,2.5,10
Furniture,Seattle,United States,Vivek Gonzalez,7/29/2017,West,Consumer,8/2/2017,Standard Class,Shipped Early,Washington,Bookcases,4,6,0.15,1,-2,-2,-0.02,2,99,174,115.96,116
Office Supplies,San Francisco,United States,Eric Murdock,8/1/2017,West,Consumer,8/5/2017,Second Class,Shipped Late,California,Storage,4,3,0,1,54,54,0.29,3,187,279,186.54,187
Technology,Los Angeles,United States,Elizabeth Moffitt,5/2/2017,West,Corporate,5/5/2017,Second Class,Shipped On Time,California,Accessories,3,3,0,1,-128,-128,-0.8,4,160,239,159.56,160
Technology,West Palm Beach,United States,Jonathan Howell,6/12/2015,South,Consumer,6/16/2015,Standard Class,Shipped Early,Florida,Phones,4,6,0.2,1,12,12,0.22,2,56,84,55.98,70
Office Supplies,Chicago,United States,Nora Preis,12/22/2014,Central,Consumer,12/29/2014,Standard Class,Shipped Late,Illinois,Storage,7,6,0.2,1,36,36,0.27,1,132,198,132.16,165
Office Supplies,Chicago,United States,Nora Preis,12/22/2014,Central,Consumer,12/29/2014,Standard Class,Shipped Late,Illinois,Binders,7,6,0.8,1,7,7,0.37,6,18,27,17.9,90
Office Supplies,Chicago,United States,Nora Preis,12/22/2014,Central,Consumer,12/29/2014,Standard Class,Shipped Late,Illinois,Paper,7,6,0.2,1,10,10,0.08,4,124,186,124.03,155
Furniture,Sacramento,United States,Stefanie Holloman,12/16/2014,West,Corporate,12/21/2014,Standard Class,Shipped Early,California,Chairs,5,6,0.2,1,112,112,0.08,5,1404,2103,1403.92,1755
Office Supplies,Seattle,United States,Bryan Mills,4/16/2016,West,Consumer,4/18/2016,Second Class,Shipped Early,Washington,Supplies,2,3,0.05,1,-50,-50,-1.8,3,28,43,28.8,29
Office Supplies,Philadelphia,United States,Henry Goldwyn,5/21/2015,East,Corporate,5/28/2015,Standard Class,Shipped Late,Pennsylvania,Binders,7,6,0.7,1,9,9,0.36,2,25,37,24.59,83
Office Supplies,Santa Barbara,United States,Becky Martin,2/26/2017,West,Consumer,3/2/2017,Standard Class,Shipped Early,California,Appliances,4,6,0,1,18,18,0.05,7,357,534,356.79,357
Office Supplies,New York City,United States,Penelope Sewall,4/4/2017,East,Home Office,4/10/2017,Standard Class,Shipped On Time,New York,Envelopes,6,6,0,1,1,1,0.03,1,17,25,16.98,17
Office Supplies,Auburn,United States,Maurice Satty,3/16/2015,South,Consumer,3/19/2015,Second Class,Shipped On Time,Alabama,Labels,3,3,0,1,-359,-359,-0.73,5,492,736,491.55,492
Office Supplies,Auburn,United States,Maurice Satty,3/16/2015,South,Consumer,3/19/2015,Second Class,Shipped On Time,Alabama,Envelopes,3,3,0,1,2,2,0.28,2,7,11,7.38,7
Office Supplies,New York City,United States,Janet Lee,11/30/2015,East,Consumer,12/4/2015,Standard Class,Shipped Early,New York,Paper,4,6,0,1,12,12,0.5,7,24,35,23.66,24
Furniture,New York City,United States,Janet Lee,11/30/2015,East,Consumer,12/4/2015,Standard Class,Shipped Early,New York,Bookcases,4,6,0.15,1,391,391,0.54,12,724,1020,681.41,851
Office Supplies,Los Angeles,United States,Khloe Miller,7/28/2016,West,Consumer,8/3/2016,Standard Class,Shipped On Time,California,Labels,6,6,0,1,9,9,0.46,3,19,28,18.9,19
Office Supplies,San Francisco,United States,Ruben Dartt,6/23/2016,West,Consumer,6/25/2016,Second Class,Shipped Early,California,Storage,2,3,0,1,43,43,0.46,4,94,140,93.68,94
Office Supplies,San Francisco,United States,Ruben Dartt,6/23/2016,West,Consumer,6/25/2016,Second Class,Shipped Early,California,Labels,2,3,0,1,1,1,0.06,3,22,33,21.93,22
Technology,San Francisco,United States,Ruben Dartt,6/23/2016,West,Consumer,6/25/2016,Second Class,Shipped Early,California,Phones,2,3,0.2,1,397,397,0.46,7,862,1291,862.34,1078
Office Supplies,San Francisco,United States,Ruben Dartt,6/23/2016,West,Consumer,6/25/2016,Second Class,Shipped Early,California,Paper,2,3,0,1,5,5,0.27,1,20,30,19.98,20
Technology,Philadelphia,United States,Shui Tom,7/14/2014,East,Consumer,7/18/2014,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,0.4,1,6,6,0.47,1,13,20,13.49,22
Technology,Philadelphia,United States,Shui Tom,7/14/2014,East,Consumer,7/18/2014,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,0.4,1,3,3,0.11,2,24,36,23.99,40
Furniture,Philadelphia,United States,Shui Tom,7/14/2014,East,Consumer,7/18/2014,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,0.2,1,15,15,0.47,2,32,48,31.98,40
Office Supplies,Philadelphia,United States,Shui Tom,7/14/2014,East,Consumer,7/18/2014,Standard Class,Shipped Early,Pennsylvania,Art,4,6,0.2,1,-7,-7,-0.17,2,42,62,41.58,53
Technology,El Paso,United States,Bart Pistole,11/30/2017,Central,Corporate,12/3/2017,Second Class,Shipped On Time,Texas,Accessories,3,3,0.2,1,-56,-56,-0.58,3,96,144,95.98,120
Furniture,Chicago,United States,Tom Ashbrook,9/2/2016,Central,Home Office,9/4/2016,First Class,Shipped Late,Illinois,Furnishings,2,1,0.6,1,3,3,0.04,2,84,126,84.27,210
Office Supplies,El Paso,United States,Pamela Stobb,6/15/2014,Central,Consumer,6/15/2014,Same Day,Shipped On Time,Texas,Paper,0,0,0.2,1,4,4,0.11,2,37,55,36.54,46
Technology,Seattle,United States,Nora Preis,11/5/2016,West,Consumer,11/9/2016,Standard Class,Shipped Early,Washington,Accessories,4,6,0,1,-53,-53,-0.11,4,480,718,479.72,480
Office Supplies,New York City,United States,Scott Cohen,6/26/2017,East,Corporate,6/30/2017,Standard Class,Shipped Early,New York,Binders,4,6,0.2,1,-92,-92,-0.9,2,102,153,102.37,128
Office Supplies,New York City,United States,Scott Cohen,6/26/2017,East,Corporate,6/30/2017,Standard Class,Shipped Early,New York,Supplies,4,6,0.05,1,7,7,0.28,5,27,43,28.4,28
Office Supplies,New York City,United States,Scott Cohen,6/26/2017,East,Corporate,6/30/2017,Standard Class,Shipped Early,New York,Storage,4,6,0,1,79,79,0.11,4,714,1069,713.88,714
Office Supplies,New York City,United States,Scott Cohen,6/26/2017,East,Corporate,6/30/2017,Standard Class,Shipped Early,New York,Paper,4,6,0,1,25,25,0.36,3,69,103,68.52,69
Technology,Los Angeles,United States,Russell D'Ascenzo,7/25/2015,West,Consumer,7/30/2015,Standard Class,Shipped Early,California,Phones,5,6,0.2,1,181,181,0.29,5,624,934,623.96,780
Office Supplies,Newark,United States,Thea Hudgings,9/23/2014,East,Corporate,9/27/2014,Standard Class,Shipped Early,Delaware,Binders,4,6,0,1,3,3,0.3,4,11,17,11.12,11
Furniture,New York City,United States,Greg Matthias,9/30/2016,East,Consumer,10/4/2016,Standard Class,Shipped Early,New York,Bookcases,4,6,0.15,1,284,284,0.51,5,557,785,523.92,655
Office Supplies,Roseville,United States,Jesus Ocampo,11/9/2015,West,Home Office,11/13/2015,Standard Class,Shipped Early,California,Fasteners,4,6,0,1,0,0,0.06,2,2,4,2.48,2
Office Supplies,Aurora,United States,Zuschuss Carroll,4/25/2015,Central,Consumer,4/29/2015,Standard Class,Shipped Early,Illinois,Storage,4,6,0.2,1,108,108,0.49,2,221,331,221.02,276
Furniture,Aurora,United States,Zuschuss Carroll,4/25/2015,Central,Consumer,4/29/2015,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,1,-6,-6,-0.05,3,128,192,128.06,183
Office Supplies,New York City,United States,Anne Pryor,11/19/2017,East,Home Office,11/19/2017,Same Day,Shipped On Time,New York,Binders,0,0,0.2,1,27,27,0.47,7,58,87,58.41,73
Furniture,New York City,United States,Anne Pryor,11/19/2017,East,Home Office,11/19/2017,Same Day,Shipped On Time,New York,Tables,0,0,0.2,1,-5,-5,-0.05,3,107,120,79.97,133
Technology,Dallas,United States,Grace Kelly,11/20/2015,Central,Corporate,11/24/2015,Standard Class,Shipped Early,Texas,Machines,4,6,0.4,1,-91,-91,-0.19,2,480,719,479.99,800
Office Supplies,Los Angeles,United States,Henry MacAllister,10/2/2015,West,Consumer,10/3/2015,First Class,Shipped On Time,California,Binders,1,1,0.2,1,4,4,0.31,3,12,18,11.81,15
Office Supplies,Los Angeles,United States,Henry MacAllister,10/2/2015,West,Consumer,10/3/2015,First Class,Shipped On Time,California,Binders,1,1,0.2,1,-20,-20,-0.37,4,54,80,53.57,68
Technology,Los Angeles,United States,Henry MacAllister,10/2/2015,West,Consumer,10/3/2015,First Class,Shipped On Time,California,Phones,1,1,0.2,1,60,60,0.12,5,504,755,503.96,630
Office Supplies,Los Angeles,United States,Linda Southworth,4/25/2015,West,Corporate,5/2/2015,Standard Class,Shipped Late,California,Envelopes,7,6,0,1,7,7,0.35,2,21,32,21.34,21
Office Supplies,Columbus,United States,Anemone Ratner,7/14/2016,South,Consumer,7/19/2016,Standard Class,Shipped Early,Georgia,Binders,5,6,0,1,13,13,0.36,5,36,55,36.4,36
Furniture,Columbus,United States,Anemone Ratner,7/14/2016,South,Consumer,7/19/2016,Standard Class,Shipped Early,Georgia,Furnishings,5,6,0,1,5,5,0.1,1,52,78,51.75,52
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,West,Home Office,9/29/2015,Second Class,Shipped Early,California,Storage,2,3,0,1,7,7,0.46,1,16,23,15.51,16
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,West,Home Office,9/29/2015,Second Class,Shipped Early,California,Paper,2,3,0,1,69,69,0.47,3,147,220,146.82,147
Office Supplies,San Francisco,United States,Rick Huthwaite,9/27/2015,West,Home Office,9/29/2015,Second Class,Shipped Early,California,Paper,2,3,0,1,4,4,0.3,2,13,19,12.96,13
Office Supplies,Riverside,United States,Thomas Brumley,11/10/2017,West,Home Office,11/10/2017,Same Day,Shipped On Time,California,Art,0,0,0,1,2,2,0.28,3,8,12,7.8,8
Office Supplies,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Envelopes,4,3,0,1,5,5,0.5,5,10,15,10.2,10
Office Supplies,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Art,4,3,0,1,11,11,0.48,3,22,33,22.32,22
Office Supplies,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Binders,4,3,0,1,6,6,0.27,5,24,36,24.1,24
Technology,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Accessories,4,3,0,1,36,36,0.47,2,76,114,75.98,76
Office Supplies,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Binders,4,3,0,1,2,2,0.25,2,6,10,6.46,6
Office Supplies,Columbia,United States,Jonathan Doherty,7/16/2016,South,Corporate,7/20/2016,Second Class,Shipped Late,South Carolina,Paper,4,3,0,1,28,28,0.46,9,60,90,60.12,60
Technology,New York City,United States,Michael Paige,10/16/2015,East,Corporate,10/20/2015,Second Class,Shipped Late,New York,Phones,4,3,0,1,198,198,0.24,3,825,1235,824.97,825
Furniture,Longview,United States,Joy Bell-,1/10/2016,West,Consumer,1/13/2016,Second Class,Shipped On Time,Washington,Furnishings,3,3,0,1,12,12,0.49,5,25,37,24.85,25
Office Supplies,Phoenix,United States,Adrian Barton,9/19/2017,West,Consumer,9/25/2017,Standard Class,Shipped On Time,Arizona,Storage,6,6,0.2,1,6,6,0.48,2,13,19,12.62,16
Technology,Phoenix,United States,Adrian Barton,9/19/2017,West,Consumer,9/25/2017,Standard Class,Shipped On Time,Arizona,Accessories,6,6,0.2,1,23,23,0.26,2,90,134,89.58,113
Technology,Phoenix,United States,Adrian Barton,9/19/2017,West,Consumer,9/25/2017,Standard Class,Shipped On Time,Arizona,Phones,6,6,0.2,1,146,146,0.31,2,472,707,471.92,590
Office Supplies,Phoenix,United States,Adrian Barton,9/19/2017,West,Consumer,9/25/2017,Standard Class,Shipped On Time,Arizona,Binders,6,6,0.7,1,-4,-4,-0.2,4,18,27,18.18,60
Office Supplies,Houston,United States,Charles Crestani,9/15/2017,Central,Consumer,9/19/2017,Standard Class,Shipped Early,Texas,Art,4,6,0.2,1,2,2,0.05,2,32,48,31.74,40
Office Supplies,Gilbert,United States,Craig Yedwab,6/28/2015,West,Corporate,7/2/2015,Standard Class,Shipped Early,Arizona,Labels,4,6,0.2,1,0,0,0.06,2,6,9,5.9,8
Furniture,Gilbert,United States,Craig Yedwab,6/28/2015,West,Corporate,7/2/2015,Standard Class,Shipped Early,Arizona,Furnishings,4,6,0.2,1,-479,-479,-0.77,4,622,931,621.76,778
Technology,Jonesboro,United States,Emily Phan,11/25/2016,South,Consumer,11/28/2016,First Class,Shipped Late,Arkansas,Phones,3,1,0,1,16,16,0.26,2,60,90,59.98,60
Office Supplies,Atlanta,United States,Delfina Latchford,11/25/2017,South,Consumer,11/29/2017,Second Class,Shipped Late,Georgia,Paper,4,3,0,1,17,17,0.34,9,49,73,48.87,49
Office Supplies,Los Angeles,United States,Sean O'Donnell,1/14/2017,West,Consumer,1/19/2017,Standard Class,Shipped Early,California,Paper,5,6,0,1,12,12,0.08,5,155,232,154.9,155
Office Supplies,New York City,United States,Bart Pistole,11/7/2014,East,Corporate,11/8/2014,First Class,Shipped On Time,New York,Fasteners,1,1,0,1,2,2,0.3,4,6,9,5.92,6
Office Supplies,New York City,United States,Bart Pistole,11/7/2014,East,Corporate,11/8/2014,First Class,Shipped On Time,New York,Paper,1,1,0,1,15,15,0.49,3,30,45,30.18,30
Office Supplies,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Binders,4,6,0,1,11,11,0.45,5,24,36,24.1,24
Technology,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Phones,4,6,0,1,4,4,0.48,1,9,13,8.78,9
Office Supplies,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Appliances,4,6,0.1,1,173,173,0.46,4,377,564,376.74,419
Office Supplies,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Binders,4,6,0,1,14,14,0.46,4,30,44,29.52,30
Office Supplies,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Art,4,6,0,1,3,3,0.26,2,12,18,11.96,12
Office Supplies,Detroit,United States,Joseph Airdo,9/1/2016,Central,Consumer,9/5/2016,Standard Class,Shipped Early,Michigan,Binders,4,6,0,1,5,5,0.19,5,26,40,26.4,26
Office Supplies,Fort Lauderdale,United States,Brenda Bowman,11/11/2017,South,Corporate,11/16/2017,Second Class,Shipped Late,Florida,Appliances,5,3,0.2,1,567,567,0.49,5,1158,1734,1158.12,1448
Office Supplies,Abilene,United States,Dennis Kane,12/11/2017,Central,Consumer,12/13/2017,First Class,Shipped Late,Texas,Appliances,2,1,0.8,1,0,0,0.25,2,1,2,1.39,5
Office Supplies,Hampton,United States,Rob Haberlin,11/8/2015,South,Consumer,11/13/2015,Second Class,Shipped Late,Virginia,Appliances,5,3,0,1,21,21,0.48,3,44,67,44.43,44
Technology,Hampton,United States,Rob Haberlin,11/8/2015,South,Consumer,11/13/2015,Second Class,Shipped Late,Virginia,Phones,5,3,0,1,25,25,0.11,5,226,339,226.2,226
Furniture,Hampton,United States,Rob Haberlin,11/8/2015,South,Consumer,11/13/2015,Second Class,Shipped Late,Virginia,Furnishings,5,3,0,1,-505,-505,-2.7,3,187,279,186.54,187
Office Supplies,Hampton,United States,Rob Haberlin,11/8/2015,South,Consumer,11/13/2015,Second Class,Shipped Late,Virginia,Art,5,3,0,1,112,112,0.42,7,266,398,265.86,266
Office Supplies,Hampton,United States,Rob Haberlin,11/8/2015,South,Consumer,11/13/2015,Second Class,Shipped Late,Virginia,Art,5,3,0,1,7,7,0.26,5,28,42,27.9,28
Office Supplies,Las Vegas,United States,Aleksandra Gannaway,11/19/2015,West,Corporate,11/26/2015,Standard Class,Shipped Late,Nevada,Appliances,7,6,0,1,7,7,0.22,4,31,47,31.08,31
Office Supplies,Rockford,United States,Jennifer Braxton,12/23/2017,Central,Corporate,12/25/2017,Second Class,Shipped Early,Illinois,Binders,2,3,0.8,1,4,4,0.3,4,14,21,13.84,70
Office Supplies,Rockford,United States,Jennifer Braxton,12/23/2017,Central,Corporate,12/25/2017,Second Class,Shipped Early,Illinois,Paper,2,3,0.2,1,44,44,0.25,4,176,263,175.87,220
Office Supplies,Laguna Niguel,United States,Becky Castell,9/16/2016,West,Home Office,9/22/2016,Standard Class,Shipped On Time,California,Paper,6,6,0,1,4,4,0.27,2,13,19,12.96,13
Office Supplies,Louisville,United States,Kimberly Carter,5/26/2017,South,Corporate,5/29/2017,First Class,Shipped Late,Kentucky,Appliances,3,1,0,1,-333,-333,-1.6,3,208,312,208.44,208
Office Supplies,Louisville,United States,Kimberly Carter,5/26/2017,South,Corporate,5/29/2017,First Class,Shipped Late,Kentucky,Supplies,3,1,0.05,1,8,8,0.31,2,25,39,25.76,26
Furniture,Normal,United States,Daniel Raglin,3/30/2015,Central,Home Office,4/3/2015,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,1,180,180,0.49,4,367,549,366.74,524
Furniture,Los Angeles,United States,David Wiener,8/19/2014,West,Corporate,8/21/2014,Second Class,Shipped Early,California,Furnishings,2,3,0,1,87,87,0.3,7,289,433,289.24,289
Office Supplies,Los Angeles,United States,David Wiener,8/19/2014,West,Corporate,8/21/2014,Second Class,Shipped Early,California,Binders,2,3,0.2,1,2,2,0.03,2,69,104,69.46,86
Office Supplies,Port Arthur,United States,Michelle Ellison,12/23/2014,Central,Corporate,12/28/2014,Standard Class,Shipped Early,Texas,Paper,5,6,0.2,1,-2,-2,-0.3,1,5,8,5.18,6
Furniture,New York City,United States,Jeremy Farry,11/1/2015,East,Consumer,11/5/2015,Standard Class,Shipped Early,New York,Chairs,4,6,0.1,1,18,18,0.09,2,205,307,205.16,228
Furniture,Chicago,United States,Sung Pak,12/15/2014,Central,Corporate,12/21/2014,Standard Class,Shipped On Time,Illinois,Furnishings,6,6,0.6,1,3,3,0.33,2,9,13,8.54,23
Office Supplies,Springfield,United States,Katherine Nockton,8/21/2015,East,Corporate,8/25/2015,Standard Class,Shipped Early,Ohio,Binders,4,6,0.7,1,5,5,0.35,2,13,19,12.83,43
Furniture,Springfield,United States,Katherine Nockton,8/21/2015,East,Corporate,8/25/2015,Standard Class,Shipped Early,Ohio,Chairs,4,6,0.3,1,42,42,0.07,3,598,896,598.46,854
Furniture,Springfield,United States,Katherine Nockton,8/21/2015,East,Corporate,8/25/2015,Standard Class,Shipped Early,Ohio,Furnishings,4,6,0.2,1,-23,-23,-0.88,1,26,39,25.98,33
