Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Office Supplies,Chicago,United States,Julia West,12/10/2015,Central,Consumer,12/15/2015,Standard Class,Shipped Early,Illinois,Appliances,5,6,0.25,1,-298,-108.83,-1.5,7,198.75,80,53.09,265,0.8
Furniture,Columbus,United States,Lena Hernandez,12/25/2015,South,Consumer,12/27/2015,Second Class,Shipped Early,Georgia,Furnishings,2,3,0.18,1,-2,46.9,-0.01,6,226.32,413,275.88,276,0
Office Supplies,Columbus,United States,Lena Hernandez,12/25/2015,South,Consumer,12/27/2015,Second Class,Shipped Early,Georgia,Binders,2,3,0.25,1,26,74.21,0.22,5,118.5,236,157.9,158,0
Office Supplies,Orange,United States,Kean Thornton,4/29/2017,East,Consumer,5/4/2017,Standard Class,Shipped Early,New Jersey,Labels,5,6,0.25,1,1,2.41,0.24,1,3.75,7,4.91,5,0
Office Supplies,Los Angeles,United States,Chris Cortes,3/28/2016,West,Consumer,3/31/2016,Second Class,Shipped On Time,California,Storage,3,3,0.25,1,-16,0.88,-0.24,4,66,132,87.92,88,0
Office Supplies,Los Angeles,United States,Chris Cortes,3/28/2016,West,Consumer,3/31/2016,Second Class,Shipped On Time,California,Paper,3,3,0.25,1,1,2.93,0.24,1,4.5,9,5.98,6,0
Technology,Chicago,United States,Ben Ferrer,5/13/2015,Central,Home Office,5/18/2015,Second Class,Shipped Late,Illinois,Phones,5,3,0.2,1,18,16.68,0.08,2,222,333,222.38,278,0.2
Office Supplies,Chicago,United States,Ben Ferrer,5/13/2015,Central,Home Office,5/18/2015,Second Class,Shipped Late,Illinois,Fasteners,5,3,0.25,1,5,5.6,0.3,4,15,24,16,20,0.2
Office Supplies,Richmond,United States,Maxwell Schwartz,7/4/2014,South,Consumer,7/9/2014,Standard Class,Shipped Early,Virginia,Paper,5,6,0.25,1,4,10.92,0.25,3,16.5,33,21.84,22,0
Office Supplies,Richmond,United States,Maxwell Schwartz,7/4/2014,South,Consumer,7/9/2014,Standard Class,Shipped Early,Virginia,Binders,5,6,0.25,1,3,7.64,0.24,5,12,23,15.6,16,0
Office Supplies,Troy,United States,Aaron Hawkins,4/22/2014,East,Corporate,4/24/2014,Second Class,Shipped Early,New York,Envelopes,2,3,0.25,1,45,121.44,0.24,8,186,371,247.84,248,0
Office Supplies,Troy,United States,Aaron Hawkins,4/22/2014,East,Corporate,4/24/2014,Second Class,Shipped Early,New York,Binders,2,3,0.25,1,3,3.35,0.29,3,9.375,15,9.91,13,0.2
Office Supplies,Providence,United States,Clytie Kelty,9/19/2016,East,Consumer,9/22/2016,First Class,Shipped Late,Rhode Island,Storage,3,1,0.25,1,0,17.38,0,2,52.5,104,69.52,70,0
Office Supplies,San Francisco,United States,Naresj Patel,7/22/2014,West,Consumer,7/24/2014,Second Class,Shipped Early,California,Art,2,3,0.25,1,0,3.23,0.03,4,9,17,11.52,12,0
Furniture,San Francisco,United States,Naresj Patel,7/22/2014,West,Consumer,7/24/2014,Second Class,Shipped Early,California,Chairs,2,3,0.18,1,88,71.77,0.12,3,735.95,1075,717.72,898,0.2
Office Supplies,San Francisco,United States,Naresj Patel,7/22/2014,West,Consumer,7/24/2014,Second Class,Shipped Early,California,Storage,2,3,0.25,1,7,68.58,0.04,10,177.75,354,236.5,237,0
Furniture,San Francisco,United States,Naresj Patel,7/22/2014,West,Consumer,7/24/2014,Second Class,Shipped Early,California,Tables,2,3,0.18,1,23,19.16,0.13,3,174.25,255,170.35,213,0.2
Furniture,New York City,United States,Gary McGarr,10/8/2017,East,Consumer,10/14/2017,Standard Class,Shipped On Time,New York,Chairs,6,6,0.18,1,-8,3.24,-0.06,2,133.0222222,218,145.76,162,0.1
Technology,San Francisco,United States,Speros Goranitis,4/25/2017,West,Consumer,4/27/2017,Second Class,Shipped Early,California,Accessories,2,3,0.2,1,1,22.67,0.01,3,86.4,162,107.97,108,0
Technology,Houston,United States,Heather Kirkland,3/26/2017,Central,Corporate,3/30/2017,Standard Class,Shipped Early,Texas,Accessories,4,6,0.2,1,1,1.8,0.01,5,144,216,143.96,180,0.2
Technology,Houston,United States,Heather Kirkland,3/26/2017,Central,Corporate,3/30/2017,Standard Class,Shipped Early,Texas,Copiers,4,6,0.2,1,576,569.99,0.24,5,2400,3594,2399.96,3000,0.2
Office Supplies,Houston,United States,Heather Kirkland,3/26/2017,Central,Corporate,3/30/2017,Standard Class,Shipped Early,Texas,Paper,4,6,0.25,1,18,23.23,0.26,3,69.375,111,74.35,93,0.2
Office Supplies,Houston,United States,Heather Kirkland,3/26/2017,Central,Corporate,3/30/2017,Standard Class,Shipped Early,Texas,Appliances,4,6,0.25,1,-669,-226.64,-2.05,8,326.25,131,87.17,435,0.8
Office Supplies,Houston,United States,Heather Kirkland,3/26/2017,Central,Corporate,3/30/2017,Standard Class,Shipped Early,Texas,Storage,4,6,0.25,1,1,2.42,0.03,3,30,48,32.23,40,0.2
Office Supplies,Philadelphia,United States,Muhammed Yedwab,5/4/2017,East,Corporate,5/10/2017,Standard Class,Shipped On Time,Pennsylvania,Binders,6,6,0.25,1,-1,-1.54,-0.25,2,5,3,2.2,7,0.7
Office Supplies,Philadelphia,United States,Muhammed Yedwab,5/4/2017,East,Corporate,5/10/2017,Standard Class,Shipped On Time,Pennsylvania,Binders,6,6,0.25,1,-8,-7.52,-0.35,3,22.5,14,9.4,30,0.7
Technology,Baltimore,United States,Ryan Crowe,11/14/2016,East,Consumer,11/18/2016,Standard Class,Shipped Early,Maryland,Phones,4,6,0.2,1,6,25.19,0.08,3,72,135,89.97,90,0
Office Supplies,Athens,United States,Jack O'Briant,1/6/2014,South,Corporate,1/7/2014,First Class,Shipped On Time,Georgia,Art,1,1,0.25,1,2,5.24,0.16,3,9.75,19,12.78,13,0
Technology,Lancaster,United States,Mitch Webber,12/27/2016,East,Consumer,12/30/2016,Second Class,Shipped On Time,Ohio,Accessories,3,3,0.2,1,0,0.5,0.01,2,40,60,40,50,0.2
Office Supplies,Los Angeles,United States,Nick Zandusky,4/30/2017,West,Home Office,5/4/2017,Standard Class,Shipped Early,California,Binders,4,6,0.25,1,6,7.55,0.28,5,21.5625,35,23.24,29,0.2
Furniture,Baltimore,United States,Janet Martin,4/21/2017,East,Consumer,4/23/2017,First Class,Shipped Late,Maryland,Chairs,2,1,0.18,1,52,227.21,0.07,9,745.38,1361,908.82,909,0
Office Supplies,Houston,United States,Emily Ducich,8/17/2017,Central,Home Office,8/24/2017,Standard Class,Shipped Late,Texas,Supplies,7,6,0.25,1,-1,-1.04,-0.24,2,5.625,8,5.55,8,0.2
Office Supplies,Houston,United States,Emily Ducich,8/17/2017,Central,Home Office,8/24/2017,Standard Class,Shipped Late,Texas,Art,7,6,0.25,1,1,1,0.08,3,7.5,12,8.02,10,0.2
Furniture,Houston,United States,Emily Ducich,8/17/2017,Central,Home Office,8/24/2017,Standard Class,Shipped Late,Texas,Chairs,7,6,0.18,1,8,-2.13,0.09,4,87.85714286,112,74.59,107,0.3
Furniture,Houston,United States,Emily Ducich,8/17/2017,Central,Home Office,8/24/2017,Standard Class,Shipped Late,Texas,Furnishings,7,6,0.18,1,-32,-22.24,-0.91,2,34.85,25,16.78,43,0.6
Office Supplies,Houston,United States,Emily Ducich,8/17/2017,Central,Home Office,8/24/2017,Standard Class,Shipped Late,Texas,Appliances,7,6,0.25,1,-293,-99.1,-2,4,146.25,58,38.86,195,0.8
Technology,San Diego,United States,Dianna Wilson,11/12/2016,West,Home Office,11/15/2016,First Class,Shipped Late,California,Phones,3,1,0.2,1,27,25.5,0.13,3,204,305,203.98,255,0.2
Furniture,San Diego,United States,Dianna Wilson,11/12/2016,West,Home Office,11/15/2016,First Class,Shipped Late,California,Tables,3,1,0.18,1,7,-8.43,0.01,3,690.85,1010,674.35,843,0.2
Office Supplies,Hialeah,United States,Jamie Kunitz,10/1/2016,South,Consumer,10/6/2016,Second Class,Shipped Late,Florida,Binders,5,3,0.25,1,-5,-4.49,-0.38,4,12.5,8,5.39,17,0.7
Office Supplies,Hialeah,United States,Jamie Kunitz,10/1/2016,South,Consumer,10/6/2016,Second Class,Shipped Late,Florida,Art,5,3,0.25,1,3,5.03,0.11,8,29.0625,46,30.98,39,0.2
Office Supplies,Atlanta,United States,John Stevenson,2/12/2016,South,Consumer,2/14/2016,First Class,Shipped Late,Georgia,Storage,2,1,0.25,1,-122,175.52,-0.12,6,1012.5,2022,1350.12,1350,0
Office Supplies,Atlanta,United States,John Stevenson,2/12/2016,South,Consumer,2/14/2016,First Class,Shipped Late,Georgia,Binders,2,1,0.25,1,3,7.48,0.22,4,12,24,15.92,16,0
Furniture,Seattle,United States,Philisse Overcash,11/13/2016,West,Home Office,11/17/2016,Standard Class,Shipped Early,Washington,Furnishings,4,6,0.18,1,3,7.23,0.19,2,16.4,29,19.54,20,0
Office Supplies,Los Angeles,United States,Marc Harrigan,4/26/2014,West,Home Office,4/30/2014,Standard Class,Shipped Early,California,Art,4,6,0.25,1,1,6.21,0.04,5,15.75,32,21.4,21,0
Office Supplies,Los Angeles,United States,Marc Harrigan,4/26/2014,West,Home Office,4/30/2014,Standard Class,Shipped Early,California,Labels,4,6,0.25,1,2,5.8,0.21,2,9.75,19,12.6,13,0
Office Supplies,New York City,United States,Philisse Overcash,8/11/2015,East,Home Office,8/15/2015,Standard Class,Shipped Early,New York,Art,4,6,0.25,1,0,3.11,0.01,2,9,18,11.96,12,0
Technology,New York City,United States,Philisse Overcash,8/11/2015,East,Home Office,8/15/2015,Standard Class,Shipped Early,New York,Phones,4,6,0.2,1,6,34.5,0.05,2,110.4,207,138,138,0
Technology,Fort Lauderdale,United States,Herbert Flentye,11/27/2016,South,Consumer,12/3/2016,Standard Class,Shipped On Time,Florida,Phones,6,6,0.2,1,15,14.59,0.13,1,117,175,116.76,146,0.2
Furniture,Fort Lauderdale,United States,Herbert Flentye,11/27/2016,South,Consumer,12/3/2016,Standard Class,Shipped On Time,Florida,Tables,6,6,0.18,1,-39,-114.35,-0.08,7,493.4909091,496,331.02,602,0.45
Furniture,Rochester,United States,Victoria Brennan,10/28/2016,East,Corporate,10/28/2016,Same Day,Shipped On Time,New York,Furnishings,0,0,0.18,1,-50,75.68,-0.08,5,620.74,1133,756.8,757,0
Furniture,Saint Charles,United States,Michael Granlund,12/29/2014,Central,Home Office,1/2/2015,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.18,1,-2,-4.8,-0.13,3,18.45,13,8.74,23,0.6
Office Supplies,New York City,United States,Bobby Odegard,9/10/2015,East,Consumer,9/17/2015,Standard Class,Shipped Late,New York,Art,7,6,0.25,1,0,2.07,0.09,2,4.5,9,6.08,6,0
Furniture,San Francisco,United States,Chad McGuire,10/2/2017,West,Consumer,10/6/2017,Standard Class,Shipped Early,California,Furnishings,4,6,0.18,1,2,5.94,0.16,2,13.94,26,17.46,17,0
Technology,San Francisco,United States,Chad McGuire,10/2/2017,West,Consumer,10/6/2017,Standard Class,Shipped Early,California,Machines,4,6,0.2,1,33,32.3,0.09,11,369,553,369.16,461,0.2
Office Supplies,Phoenix,United States,Linda Cazamias,9/11/2016,West,Corporate,9/13/2016,First Class,Shipped Late,Arizona,Art,2,1,0.25,1,1,0.91,0.26,2,2.8125,4,2.91,4,0.2
Office Supplies,Phoenix,United States,Linda Cazamias,9/11/2016,West,Corporate,9/13/2016,First Class,Shipped Late,Arizona,Paper,2,1,0.25,1,6,7.26,0.3,4,19.6875,31,20.74,26,0.2
Office Supplies,Phoenix,United States,Linda Cazamias,9/11/2016,West,Corporate,9/13/2016,First Class,Shipped Late,Arizona,Paper,2,1,0.25,1,2,2.99,0.26,2,9.375,14,9.57,13,0.2
Office Supplies,Seattle,United States,Edward Hooks,6/2/2016,West,Corporate,6/6/2016,Standard Class,Shipped Early,Washington,Paper,4,6,0.25,1,5,13.88,0.21,3,22.5,45,30.18,30,0
Office Supplies,Seattle,United States,Edward Hooks,6/2/2016,West,Corporate,6/6/2016,Standard Class,Shipped Early,Washington,Binders,4,6,0.25,1,15,18.72,0.31,12,48.75,77,51.65,65,0.2
Office Supplies,Seattle,United States,Edward Hooks,6/2/2016,West,Corporate,6/6/2016,Standard Class,Shipped Early,Washington,Binders,4,6,0.25,1,3,3.93,0.3,3,10.3125,17,11.23,14,0.2
Office Supplies,Camarillo,United States,Marc Crier,10/15/2017,West,Consumer,10/19/2017,Standard Class,Shipped Early,California,Labels,4,6,0.25,1,3,7.22,0.24,3,11.25,22,14.73,15,0
Office Supplies,Detroit,United States,Helen Wasserman,9/27/2015,Central,Corporate,9/30/2015,Second Class,Shipped On Time,Michigan,Art,3,3,0.25,1,0,4.76,0.04,5,12,25,16.4,16,0
Office Supplies,Detroit,United States,Helen Wasserman,9/27/2015,Central,Corporate,9/30/2015,Second Class,Shipped On Time,Michigan,Paper,3,3,0.25,1,4,12.44,0.23,4,19.5,39,25.92,26,0
Office Supplies,San Francisco,United States,Lena Cacioppo,5/3/2015,West,Consumer,5/6/2015,First Class,Shipped Late,California,Art,3,1,0.25,1,0,2.56,0.04,3,6.75,13,8.82,9,0
Office Supplies,San Francisco,United States,Lena Cacioppo,5/3/2015,West,Consumer,5/6/2015,First Class,Shipped Late,California,Binders,3,1,0.25,1,17,21.87,0.3,2,58.125,94,62.5,78,0.2
Technology,San Francisco,United States,Lena Cacioppo,5/3/2015,West,Consumer,5/6/2015,First Class,Shipped Late,California,Accessories,3,1,0.2,1,44,122.39,0.16,4,272,509,339.96,340,0
Office Supplies,San Francisco,United States,Lena Cacioppo,5/3/2015,West,Consumer,5/6/2015,First Class,Shipped Late,California,Binders,3,1,0.25,1,14,17.35,0.3,2,46.875,74,49.57,63,0.2
Office Supplies,Philadelphia,United States,Beth Paige,1/9/2017,East,Consumer,1/13/2017,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,0.25,1,-260,-228.74,-0.38,3,685,411,274.49,913,0.7
Technology,New York City,United States,Toby Gnade,1/27/2017,East,Consumer,1/31/2017,Standard Class,Shipped Early,New York,Phones,4,6,0.2,1,7,35.86,0.06,3,110.4,207,137.94,138,0
Technology,Chicago,United States,Mick Crebagga,9/2/2017,Central,Consumer,9/6/2017,Standard Class,Shipped Early,Illinois,Accessories,4,6,0.2,1,-7,-7.12,-0.18,3,41,61,40.68,51,0.2
Technology,San Francisco,United States,Raymond Buch,7/14/2016,West,Consumer,7/18/2016,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,12,12.42,0.11,3,110,165,110.38,138,0.2
Office Supplies,San Francisco,United States,Raymond Buch,7/14/2016,West,Consumer,7/18/2016,Standard Class,Shipped Early,California,Appliances,4,6,0.25,1,9,50.03,0.08,7,114,227,151.62,152,0
Furniture,San Francisco,United States,Raymond Buch,7/14/2016,West,Consumer,7/18/2016,Standard Class,Shipped Early,California,Furnishings,4,6,0.18,1,4,10.16,0.15,4,25.42,46,30.8,31,0
Office Supplies,Philadelphia,United States,Erin Smith,2/24/2017,East,Corporate,2/28/2017,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,0.25,1,30,38.72,0.26,5,116.25,186,123.92,155,0.2
Technology,Philadelphia,United States,Erin Smith,2/24/2017,East,Corporate,2/28/2017,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,0.2,1,211,214.47,0.16,5,1320,1977,1319.8,1650,0.2
Office Supplies,San Francisco,United States,Roger Demir,7/20/2014,West,Consumer,7/22/2014,First Class,Shipped Late,California,Binders,2,1,0.25,1,24,30.28,0.29,6,84.375,134,89.71,113,0.2
Office Supplies,San Francisco,United States,Roger Demir,7/20/2014,West,Consumer,7/22/2014,First Class,Shipped Late,California,Paper,2,1,0.25,1,4,10.73,0.22,3,17.25,34,22.83,23,0
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2017,East,Consumer,3/15/2017,First Class,Shipped Late,Connecticut,Binders,2,1,0.25,1,6,15.44,0.25,2,23.25,46,30.88,31,0
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2017,East,Consumer,3/15/2017,First Class,Shipped Late,Connecticut,Appliances,2,1,0.25,1,3,120.94,0.01,2,348.75,697,465.16,465,0
Office Supplies,Fairfield,United States,Shahid Collister,3/13/2017,East,Consumer,3/15/2017,First Class,Shipped Late,Connecticut,Paper,2,1,0.25,1,4,12.48,0.21,4,20.25,41,27.12,27,0
Furniture,New York City,United States,Giulietta Baptist,3/8/2016,East,Consumer,3/12/2016,Standard Class,Shipped Early,New York,Furnishings,4,6,0.18,1,20,44.3,0.21,8,93.48,170,113.6,114,0
Office Supplies,New York City,United States,Giulietta Baptist,3/8/2016,East,Consumer,3/12/2016,Standard Class,Shipped Early,New York,Paper,4,6,0.25,1,2,6.35,0.24,2,9.75,19,12.96,13,0
Office Supplies,New York City,United States,Giulietta Baptist,3/8/2016,East,Consumer,3/12/2016,Standard Class,Shipped Early,New York,Binders,4,6,0.25,1,18,22.57,0.28,2,64.6875,104,69.46,86,0.2
Office Supplies,Los Angeles,United States,Frank Preis,12/7/2014,West,Consumer,12/10/2014,First Class,Shipped Late,California,Art,3,1,0.25,1,0,2.42,0.03,3,6.75,13,8.64,9,0
Technology,Philadelphia,United States,Erin Ashbrook,7/10/2016,East,Corporate,7/10/2016,Same Day,Shipped On Time,Pennsylvania,Machines,0,0,0.2,1,-392,-319.19,-0.43,3,912,512,341.99,1140,0.7
Furniture,San Jose,United States,Sean Christensen,12/24/2016,West,Consumer,12/30/2016,Standard Class,Shipped On Time,California,Furnishings,6,6,0.18,1,9,18.46,0.24,7,36.08,66,43.96,44,0
Office Supplies,San Jose,United States,Sean Christensen,12/24/2016,West,Consumer,12/30/2016,Standard Class,Shipped On Time,California,Envelopes,6,6,0.25,1,7,18.69,0.22,7,30,60,39.76,40,0
Furniture,Pasadena,United States,Jay Fein,4/23/2017,West,Consumer,4/25/2017,Second Class,Shipped Early,California,Furnishings,2,3,0.18,1,12,26.54,0.22,7,54.12,99,66.36,66,0
Office Supplies,Pasadena,United States,Jay Fein,4/23/2017,West,Consumer,4/25/2017,Second Class,Shipped Early,California,Binders,2,3,0.25,1,24,30.19,0.28,6,87.1875,139,92.88,116,0.2
Furniture,Pasadena,United States,Jay Fein,4/23/2017,West,Consumer,4/25/2017,Second Class,Shipped Early,California,Furnishings,2,3,0.18,1,3,7.97,0.15,2,19.68,36,24.14,24,0
Furniture,Philadelphia,United States,Tom Prescott,8/17/2017,East,Consumer,8/22/2017,Second Class,Shipped Late,Pennsylvania,Chairs,5,3,0.18,1,-103,-630.88,-0.02,9,5173.028571,6614,4416.17,6309,0.3
Office Supplies,Los Angeles,United States,Rob Lucas,5/22/2017,West,Consumer,5/25/2017,First Class,Shipped Late,California,Art,3,1,0.25,1,5,18.83,0.13,7,37.5,74,49.56,50,0
Office Supplies,Los Angeles,United States,Sarah Bern,2/9/2017,West,Consumer,2/13/2017,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,-53,17.74,-0.2,5,266.25,531,354.9,355,0
Office Supplies,Columbus,United States,Jill Stevenson,3/3/2014,East,Corporate,3/8/2014,Standard Class,Shipped Early,Ohio,Labels,5,6,0.25,1,4,4.91,0.28,3,14.0625,23,15.12,19,0.2
Furniture,Columbus,United States,Jill Stevenson,3/3/2014,East,Corporate,3/8/2014,Standard Class,Shipped Early,Ohio,Bookcases,5,6,0.18,1,-168,-199.62,-0.34,5,495.28,453,302.45,604,0.5
Office Supplies,Columbus,United States,Jill Stevenson,3/3/2014,East,Corporate,3/8/2014,Standard Class,Shipped Early,Ohio,Storage,5,6,0.25,1,-12,-10.05,-0.28,8,42.1875,67,44.67,56,0.2
Technology,Los Angeles,United States,Becky Pak,6/4/2015,West,Consumer,6/9/2015,Second Class,Shipped Late,California,Accessories,5,3,0.2,1,10,35.99,0.1,2,96,180,119.98,120,0
Technology,Los Angeles,United States,Becky Pak,6/4/2015,West,Consumer,6/9/2015,Second Class,Shipped Late,California,Accessories,5,3,0.2,1,158,395.99,0.2,3,792,1483,989.97,990,0
Office Supplies,Hollywood,United States,Elizabeth Moffitt,8/27/2016,South,Corporate,9/2/2016,Standard Class,Shipped On Time,Florida,Labels,6,6,0.25,1,3,3.34,0.31,4,8.4375,14,9.22,11,0.2
Office Supplies,Roseville,United States,Steve Chapman,9/12/2016,Central,Corporate,9/18/2016,Standard Class,Shipped On Time,Michigan,Paper,6,6,0.25,1,11,31.52,0.21,3,51.75,103,68.52,69,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Appliances,5,6,0.25,1,14,109.42,0.05,3,273.75,546,364.74,365,0
Furniture,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Furnishings,5,6,0.18,1,10,21.33,0.27,5,38.54,71,47.4,47,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Storage,5,6,0.25,1,1,13.93,0.03,4,37.5,75,49.76,50,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Art,5,6,0.25,1,0,1.45,0.01,2,4.5,8,5.56,6,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Paper,5,6,0.25,1,109,301.97,0.23,6,471.75,942,629.1,629,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Art,5,6,0.25,1,0,3.97,0.02,5,11.25,22,14.7,15,0
Office Supplies,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Paper,5,6,0.25,1,8,21.77,0.23,7,33.75,68,45.36,45,0
Technology,Superior,United States,Eugene Moren,5/30/2016,Central,Home Office,6/4/2016,Standard Class,Shipped Early,Wisconsin,Phones,5,6,0.2,1,8,35.28,0.08,1,100.8,189,125.99,126,0
Office Supplies,Thousand Oaks,United States,George Zrebassa,6/10/2017,West,Corporate,6/13/2017,Second Class,Shipped On Time,California,Art,3,3,0.25,1,0,4.12,0.03,7,11.25,22,14.7,15,0
Technology,Philadelphia,United States,Marina Lichtenstein,10/22/2017,East,Corporate,10/28/2017,Standard Class,Shipped On Time,Pennsylvania,Phones,6,6,0.2,1,0,-6.54,0,5,44,49,32.7,55,0.4
Office Supplies,Philadelphia,United States,Marina Lichtenstein,10/22/2017,East,Corporate,10/28/2017,Standard Class,Shipped On Time,Pennsylvania,Envelopes,6,6,0.25,1,9,11.09,0.3,4,30,47,31.68,40,0.2
Office Supplies,Springfield,United States,Paul Gonzalez,6/13/2017,South,Consumer,6/17/2017,Standard Class,Shipped Early,Virginia,Art,4,6,0.25,1,4,50.92,0.03,7,136.5,272,181.86,182,0
